가게,맛,양,날짜,주문,사용자id,리뷰
치킨플러스-성산점,5,5,2022-12-03,두마리세트,el,믿고 시켜먹는집~ 시간도 제때 딱 맞게 와서~ 축구 보면서 맛있게 먹어요~
치킨플러스-성산점,5,5,2022-12-03,두마리세트,ch,"경기시간맞춰서 왔네요, 순살이 부드러워서 더 맛있는것 같아요"
치킨플러스-성산점,5,4,2022-12-02,치킨대전 플래터,rl,맛있게 잘 먹었습니다
치킨플러스-성산점,5,5,2022-12-02,치킨 ＋ 떡볶이 세트,kb,맛있게 잘먹었습니다👍👍
치킨플러스-성산점,5,5,2022-12-02,두마리세트,ah,맛있습니다!! 다음에 또 시킬께요!
치킨플러스-성산점,5,5,2022-12-02,두마리세트,ap,잘먹었습니다 할라피뇨튀김이 생각보다 맛났어요~
치킨플러스-성산점,5,5,2022-12-02,두마리세트,da,양 대박 많고 짱맛있어요!!!
치킨플러스-성산점,5,5,2022-12-02,밀크치즈볼 [블랙라벨],jy,맛있게 잘 먹었습니다 양도 엄청 많아요
치킨플러스-성산점,5,5,2022-12-02,두마리세트,pr,양도 맛도 좋아서 자주 먹게 되네요. 😊
치킨플러스-성산점,5,5,2022-12-02,꿀잼치킨,cy,빠른 배달 매우 만족 합니다 치킨 순살 너무 맛있게 잘 먹었습니다 호로록 로제떡볶이 도 맛있게 먹었습니다 감사합니다
치킨플러스-성산점,5,5,2022-12-02,치킨 ＋ 떡볶이 세트,in,핫양념소스 1천원 추가했는데.. 안오고.. 매장 전화연결도 계속 안돼서 그냥 먹음요... 담에 주세여 제발
치킨플러스-성산점,5,5,2022-12-02,두마리세트,ka,양도 많고 맛있어요. 또 시켜먹을 거 같습니다.굿
치킨플러스-성산점,5,5,2022-12-01,치킨 ＋ 떡볶이 세트,00,항상 잘 먹고있습니다
치킨플러스-성산점,5,5,2022-12-01,두마리세트,pa,양도 많고 맛있습니다~ 배달도 예상보다 빨리 가져다 주셔서 감사합니다~ : )
치킨플러스-성산점,5,5,2022-12-01,두마리세트,al,배달이 빨리와서 따뜻하고 맛있게 먹었습니다
치킨플러스-성산점,5,5,2022-12-01,두마리세트,mi,여윽시 치킨플러스 성산점!! 마늘스태미너 치킨에 푹 빠졌어요!!
치킨플러스-성산점,5,5,2022-11-30,바삭담백한후라이드,sd,뜨겁게 바로 배달해 주셨어요. 치킨이랑 떡볶이 맛있게 잘 먹었습니다!^^ 치즈볼도 쫀득하고 맛있네요~
치킨플러스-성산점,5,5,2022-11-30,（KING푸짐） 로제닭볶이 2~4인용,ak,맛있어서 계속 시켜먹어용 bb
치킨플러스-성산점,5,5,2022-11-30,핫쵸킹,dh,약간 탕수육? 깐풍기 맛인데 맛있음
치킨플러스-성산점,5,5,2022-11-30,	,sh,"
치킨플러스 반반치킨/1(뼈／순살선택(뼈),반반 치킨 선택(바삭담백한후라이드 반),반반 치킨 선택(핫쵸킹 반),떡볶이 추가 선택(로제떡볶이 （보통맛）),떡볶이 옵션 추가（떡볶이 주문시만 가능）(비엔나소시지 추가（5개）))"
치킨플러스-성산점,5,5,2022-11-29,킹부각치킨（with지도표성경김） ＋ 밀크치즈볼（5개）,qj,맛있었습니다. 이번 고추 튀김은 살짝 매콤했네요.
치킨플러스-성산점,5,5,2022-11-29,치킨 ＋ 떡볶이 세트,so,빠른배송에 감사드립니다. 맛도 최고 번창하세요.
치킨플러스-성산점,5,5,2022-11-29,치킨플러스 반반치킨,rk,후라이드 파 여자친구가 꿔바로우는 잘 먹어요👍
치킨플러스-성산점,5,5,2022-11-29,두마리세트,jj,양도많고 맛있어요!!
치킨플러스-성산점,5,5,2022-11-28,두마리세트,pr,바삭하고 마늘소스도 넘 맛납니다. 두마리라 네식구가 먹기에 양도 충분하네요.^^👍😊
치킨플러스-성산점,5,5,2022-11-27,킹부각치킨（with지도표성경김） ＋ 밀크치즈볼（5개）,al,배달도 빨리오고 양념있는 치킨이었는데도 바삭하고 맛있었어용ㅎㅎ
치킨플러스-성산점,5,5,2022-11-27,두마리세트,hy,양도 많고 배달도 나름빠르고 맛있네요~ 종종 이용할께요~ 👍👍👍👍👍
치킨플러스-성산점,5,5,2022-11-25,뼈＋순살 두마리,ja,항상 맛있게 먹습니다. 오늘은 양념이 좀 샛네요
치킨플러스-성산점,5,5,2022-11-25,두마리세트,74,배부르게 잘먹었습니다.
치킨플러스-성산점,5,5,2022-11-25,치킨플러스 반반치킨,mi,프라이드 굿 강정치킨 굿 너무 맛있어요.
치킨플러스-성산점,5,5,2022-11-25,크리미어니언치킨 ＋ 밀크치즈볼,qj,맛있게 잘 먹었습니다!
치킨플러스-성산점,5,5,2022-11-24,치킨플러스 반반치킨,ma,후라이드 진짜 잘튀기시는듯 닭가슴살 이렇게 부드러운집은 오랜만인듯
치킨플러스-성산점,5,5,2022-11-24,치킨 ＋ 떡볶이 세트,ha,치킨과 떡볶이가 너무 맛있어요 서비스도 잘 먹었습니다.
치킨플러스-성산점,5,5,2022-11-21,극장판치킨（고추치즈편） ＋ 밀크치즈볼,se,맛있어요bbbbbbb
치킨플러스-성산점,5,5,2022-11-20,바삭담백한후라이드,ar,서비스 주셔서 감사한데 원래 싱거운가요? 염지가 덜됐는지 싱겁네요. 소금 찍어먹었네요.
치킨플러스-성산점,5,5,2022-11-19,두마리세트,ch,"왤케푸짐한지~ 4인가족이 다 못먹었어요 ㅎ 고추치즈는 뿌링x소스버전이네요,크리미양파는 항상맛있어요~ 같이주신 떡볶이 맛있게 먹었습니다"
치킨플러스-성산점,5,5,2022-11-19,핫쵸킹,q2,배달 빠르고 좋아용 맛도 굿굿~!
치킨플러스-성산점,5,5,2022-11-19,	,ab,"
두마리세트/1(두마리 치킨 뼈／순살 선택(순살),두마리 치킨 선택(크리미어니언치킨),두마리 치킨 선택(꿔바로우치킨))"
치킨플러스-성산점,5,5,2022-11-19,크리미어니언치킨 ＋ 밀크치즈볼,ke,잘 먹었습니당 ㅎㅎ
치킨플러스-성산점,5,5,2022-11-19,마늘스태미나치킨 ＋ 밀크치즈볼,mo,소스도 맛있고 치킨도 맛있어요
치킨플러스-성산점,5,5,2022-11-18,,pr,저희 매장마감하고 대청소하면 정신도없고 깜빡하기도해서 퇴근길에 픽업해오려고 미리 포장주문을 넣어놓는데 번거롭게해드렸나봅니다 다음번부턴 이십분정도 전 포장주문만 할게요 맛있게 항상 잘먹고있어요
치킨플러스-성산점,5,5,2022-11-17,두마리세트,un,오리지날 양념 둘 다 맛있어요 제가 좀 베이직한 치킨을 좋아해서 대체로 만족했습니다
치킨플러스-성산점,5,5,2022-11-16,（UPDATE） 대한민국 치킨대전 우승메뉴,ki,항상 맛있게 먹고있습니다
치킨플러스-성산점,5,5,2022-11-16,,pr,맛있게 먹고있어요 부모님댁도 근처라 한번씩 보내드리는데 맛있다고하세요 닭 조금만작게 잘라주세요 꽤 큰것들이있어요
치킨플러스-성산점,5,5,2022-11-16,,pr,항상 맛있게 먹고있는데 크기가 좀 커요 더 작게 잘라주심좋겠어요
치킨플러스-성산점,5,5,2022-11-16,치킨플러스 반반치킨,wh,후라이드는 넘 고소하고 양념맛도 최고예요.떡볶이도 너무 맛있게 먹었습니다~
치킨플러스-성산점,5,5,2022-11-15,치킨플러스 반반치킨,ty,평이 좋아서 한번 먹어야지 하고 있다가 오늘 먹었는데 역시 맛있네요! 튀김이 좀 특이하게 맛있는거 같아요. 로제 떡볶이도 엄청 맛있었어요!
치킨플러스-성산점,5,5,2022-11-15,두마리세트,wi,치킨 양이 많아서 배부르게 먹었습니다 떡볶이도 맛집인정!!
치킨플러스-성산점,5,5,2022-11-14,튀김세트,jc,저번에 맛있어서 다시한번 시켰습니다 역시나 만족스럽습니다 ㅎㅎ 5점 남기고 갑니다 ㅎㅎ
치킨플러스-성산점,5,5,2022-11-14,치킨 ＋ 떡볶이 세트,00,항상 잘 먹고있습니다
치킨플러스-성산점,4,4,2022-11-14,치킨대전 플래터,gj,맛있게 잘먹었어요!
치킨플러스-성산점,5,5,2022-11-13,마늘스태미나 치킨,ma,와 여기 닭 크기며 상태 너무좋은데요. 후라이드 바삭 그자체고 마늘소스는 따로와서 더 먹기좋았어요. 그리고 옆에 할리피뇨 튀김인가요? 이거 별미네요 굿굿
치킨플러스-성산점,5,5,2022-11-13,크리스피후라이드,fa,"크리스피, 양념치킨, 떡볶이 환상의 조합"
치킨플러스-성산점,5,5,2022-11-13,,fa,맛있어요. 늘 먹고 있어요.
치킨플러스-성산점,5,5,2022-11-12,크리미어니언치킨 ＋ 밀크치즈볼,qj,맨날 먹던 맛입니다. 맛있었습니다 ㅎ
치킨플러스-성산점,5,5,2022-11-12,두마리세트,ks,여전히 치킨보다 떡볶이가 더 맛있는 희안한 맛집. 리뷰 서비스 떡볶이가 사라져서 아쉬워서 떡볶이도 추가 주문했습니다~ 치킨도 부드럽고 바삭하니 맛있네요 :)
치킨플러스-성산점,5,5,2022-11-12,치킨플러스 반반치킨,ka,양도많고 맛있어요 믿고 시킵니다. 서비스도 잘 먹었습니다.
치킨플러스-성산점,5,5,2022-11-11,No.1 포테이토닥토닭,si,바삭바삭하네요 맛있게 잘 먹었습니다👍🏻
치킨플러스-성산점,5,5,2022-11-11,（UPDATE） 대한민국 치킨대전 우승메뉴,ki,오랜만에 먹었는데 여전히 맛있네요
치킨플러스-성산점,5,5,2022-11-10,바삭담백한후라이드,ek,아주 맛있습니다 좋아요
치킨플러스-성산점,5,5,2022-11-10,크리미어니언치킨 ＋ 밀크치즈볼,qj,맛있게 잘먹었었습니다. 요즘 항상 여기만 먹습니다 ㅋㅋ
치킨플러스-성산점,5,5,2022-11-08,마늘스태미나치킨 ＋ 밀크치즈볼,1s,맛있게 잘 먹었어요
치킨플러스-성산점,5,5,2022-11-07,마늘스태미나치킨 ＋ 밀크치즈볼,ck,기대했던대로 맛있었음
치킨플러스-성산점,5,5,2022-11-07,No.1 포테이토닥토닭,ju,친구 추천으로 시켜 먹어본건데…. 정말 미쳤어요.. 한번도 먹어보자 못한 튀김식감도 너무 맛있습니다! 리뷰 이벤트로 주신 콜라 잘 먹겠습니다~~
치킨플러스-성산점,5,5,2022-11-07,치킨대전 플래터,ap,맛있었어요 ㅎㅎ bb
치킨플러스-성산점,5,5,2022-11-06,크리스피후라이드,fa,크리스피와 마늘소스 환상의 조합입니다.
치킨플러스-성산점,5,5,2022-11-06,,fa,양념치킨 맛있어요.
치킨플러스-성산점,5,5,2022-11-06,,pr,치킨 떡볶이 특히 떡볶이가 오늘은 쫄지도않고 잘먹었어요
이나닭강정-신촌점,5,5,2023-02-20,순한맛1박스,sh,잘먹었습니다~! 딱 먹기 좋게 식었어요
이나닭강정-신촌점,5,5,2023-02-20,이나닭강정1박스＋이나사이드메뉴 （선택）,ja,맛있고 배달도 엄청 빨리와요
이나닭강정-신촌점,5,5,2023-02-19,이나닭강정2박스（순살3~4인분）메뉴（선택）,yo,맛있어요! 매운맛과 같이 먹어야 전 좋더라규요 잘 먹었습니다
이나닭강정-신촌점,5,2,2023-02-18,순한맛1박스,q2,사장님.. 맛은 좋은데 양이 진짜.. 저만 그런지 모르겠는데 제꺼 껍질테러 당했어요.. 살코기가 없이 .. ㅠㅠㅠㅠㅠㅠ 아쉽네요..
이나닭강정-신촌점,5,5,2023-02-18,이나닭강정2박스（순살3~4인분）메뉴（선택）,ui,맛있네여 ~~ 다음에 또 시켜 먹을게용
이나닭강정-신촌점,5,5,2023-02-17,매운맛1박스,wh,맛있어요 남은건 다음날 먹었는데도 맛있네요
이나닭강정-신촌점,5,5,2023-02-17,순한맛1박스,wl,맛있어요 잘 먹었습니다
이나닭강정-신촌점,5,5,2023-02-17,마늘>순한맛1박스,sk,자주 시켜 먹어요~~ 맛있어요~~
이나닭강정-신촌점,5,5,2023-02-16,간장맛1박스,pi,오랜만에 먹어봤는데 여전히 맛있네요
이나닭강정-신촌점,5,5,2023-02-15,마늘>순한맛1박스,gm,양 푸짐하고 맛있습니다 <~~^^
이나닭강정-신촌점,5,4,2023-02-15,간장맛1박스,hy,배달 빠르고 맛있어요!
이나닭강정-신촌점,5,5,2023-02-12,순한맛1박스,ji,너무 맛있어요ㅜㅜ 또 주문할게여!
이나닭강정-신촌점,5,5,2023-02-12,마늘>간장맛1박스,di,맛있게 잘먹었습니다
이나닭강정-신촌점,5,5,2023-02-11,순한맛1박스,db,맛있게 잘 먹었습니다~
이나닭강정-신촌점,5,5,2023-02-11,매운맛1박스,ss,처음 시켜봣는데 배달도 빠르고 음식도 맛있었습니다!
이나닭강정-신촌점,5,5,2023-02-10,후라이드치킨2박스,jh,옴뇸뇸 너무 맛있게 먹었네요. 같은 가격대비 다른 후라이드 치킨보다 양도 많아서 남았네요. 내일도 먹을 수 있어 기쁨니다.
이나닭강정-신촌점,5,5,2023-02-09,이나닭강정2박스（순살3~4인분）메뉴（선택）,eo,진짜진짜맛있네요 대박입니다
이나닭강정-신촌점,5,5,2023-02-09,이나닭강정1박스＋이나사이드메뉴 （선택）,ju,맛잇어요 또 시킬게요!
이나닭강정-신촌점,5,5,2023-02-09,이나닭강정2박스（순살3~4인분）메뉴（선택）,el,배달 빠르고 바삭하니 맛나요!
이나닭강정-신촌점,4,4,2023-02-07,	,gl,"
마늘>간장맛1박스/1"
이나닭강정-신촌점,5,5,2023-02-05,이나닭강정1박스＋이나사이드메뉴 （선택）,we,잘먹었습니다 감사합니다
이나닭강정-신촌점,5,5,2023-02-05,이나닭강정1박스＋이나사이드메뉴 （선택）,cl,맛있구배달이빨라요ㅎㅎ
이나닭강정-신촌점,5,5,2023-02-05,순한맛1박스,ej,맛있게 잘 먹었어요 :)
이나닭강정-신촌점,5,5,2023-02-05,이나닭강정2박스（순살3~4인분）메뉴（선택）,js,양도 많고 맛도 👍
이나닭강정-신촌점,5,5,2023-02-04,이나닭강정2박스（순살3~4인분）메뉴（선택）,ch,빠른배달 감사합니다
이나닭강정-신촌점,5,5,2023-02-04,이나닭강정1박스＋이나사이드메뉴 （선택）,sk,맛있게 먹었습니다~ 배달 시간을 꼭 지킬수는 없지만 예상시간을 비교적 넉넉하게 해주시면 좋겠습니다. 많이 기다렸어요~
이나닭강정-신촌점,5,5,2023-02-03,이나닭강정1박스＋이나사이드메뉴 （선택）,dn,맛있었습니다 잘 먹었어요
이나닭강정-신촌점,5,5,2023-02-02,순한맛1박스,cw,맛있게 먹었습니다.
이나닭강정-신촌점,5,5,2023-02-02,이나닭강정1박스＋이나사이드메뉴 （선택）,li,"정말 맛있어요, 특히 간장맛이 바삭바삭해서 추천드려요."
이나닭강정-신촌점,5,5,2023-01-31,쉑쉑>후라이드치킨1박스<시즈닝>,dn,맛있었습니다 잘 먹었어요
이나닭강정-신촌점,5,5,2023-01-30,순한맛1박스,ch,맛있어요.
이나닭강정-신촌점,5,5,2023-01-29,이나닭강정2박스（순살3~4인분）메뉴（선택）,ek,맛있어요~~간장보단 양념맛이 더 맛있어용
이나닭강정-신촌점,5,5,2023-01-29,순한맛1박스,in,맛잇어료!!!항상요
이나닭강정-신촌점,5,5,2023-01-28,후라이드치킨1박스（소스&소금）,8c,너무 맛있었어요~~~
이나닭강정-신촌점,5,5,2023-01-27,이나닭강정2박스（순살3~4인분）메뉴（선택）,de,맛있게 먹었어요~
이나닭강정-신촌점,5,5,2023-01-27,순한맛1박스,so,항상 맛있게 먹고 있습니당!!
이나닭강정-신촌점,5,5,2023-01-26,순한맛1박스,sh,おいしかったです！ありがとうございました！
이나닭강정-신촌점,5,5,2023-01-26,순한맛1박스,rl,맛은 있는데 배달 좀 심각함;; 뭔 예정시간보다 40분 가까이 늦게왓음
이나닭강정-신촌점,5,5,2023-01-26,마늘>순한맛1박스,ju,잘 먹었어요!!!!
이나닭강정-신촌점,5,4,2023-01-25,매운맛1박스,ch,생각보다 맵습니다 맵찔이는 꼭 순한 맛 시키세유
이나닭강정-신촌점,5,5,2023-01-25,이나닭강정1박스＋이나사이드메뉴 （선택）,wl,배달도 빠르고 맛있게 먹었어요~~
이나닭강정-신촌점,5,5,2023-01-25,간장맛1박스,zx,굿
이나닭강정-신촌점,5,5,2023-01-22,이나닭강정1박스＋이나사이드메뉴 （선택）,pe,맛있어요~!!! 다음엔 다른막 먹으려규여
이나닭강정-신촌점,5,5,2023-01-22,이나닭강정1박스＋이나사이드메뉴 （선택）,dd,너무 맛있게 먹었어요
이나닭강정-신촌점,5,5,2023-01-21,이나닭강정2박스＋사이드메뉴（선택）,eh,완죤 옛날 추억의 맛 닭강정 이네요 추천합니다 👍 오늘 처음 시켜봤는데 만족합니다
이나닭강정-신촌점,4,5,2023-01-21,후라이드치킨1박스（소스&소금）,ye,가격대비 양은 괜찮은데 너무 뻣뻣해요
이나닭강정-신촌점,5,5,2023-01-21,순한맛1박스,kk,너무 맛있어서 허겁지겁 먹다가 아 맞다 리뷰 사진.. 하면서 찍은 사진입니다.. 진짜 맛있어요ㅜㅜ
이나닭강정-신촌점,5,5,2023-01-20,순한맛1박스,sk,완전 맛있어요~~ 우리가족 모두 좋아해요!!
이나닭강정-신촌점,5,5,2023-01-19,순한맛1박스,"손님 2023년 1월 19일
신고
★★★★★ 맛 ★ 5 양 ★ 5 배달 ★ 5
순한맛1박스/1(ㄼ!별다섯.찜.댓사진.감사합니다!ㄼ(ㄼ콜라245캔ㄼ))",맛이면 맛! 양이면 양! 배달시간 전부 부족한게 없네요!
이나닭강정-신촌점,5,5,2023-01-18,	,jh,"
매운맛1박스/1"
이나닭강정-신촌점,5,5,2023-01-17,순한맛1박스,ek,배달도 엄청 빠르고 맛있어요!:)
이나닭강정-신촌점,5,5,2023-01-16,순한맛1박스,uk,맛있어요!!! 바삭하고 소스도 굿
이나닭강정-신촌점,5,5,2023-01-15,이나닭강정1박스＋이나사이드메뉴 （선택）,ju,맛있어요 또 시킬게요
이나닭강정-신촌점,5,5,2023-01-15,이나닭강정1박스＋이나사이드메뉴 （선택）,du,닭껍집 튀김 많이 먹기엔 딱좋은 집이에요! 잘먹었습니다
이나닭강정-신촌점,5,4,2023-01-15,순한맛1박스,ek,전에는 안 그랬는데 어제 배달이 너무 늦더라고요..게다가 어느 한 지점에서 몇 분동안 멈춰있던데 여러곳 같이 배달해주나요?
이나닭강정-신촌점,5,5,2023-01-14,간장맛1박스,ak,진짜 맛있습니다 닭강정 양도많고 매우 맛있습니다!
이나닭강정-신촌점,5,5,2023-01-14,순한맛1박스,ap,잘 먹었습니다. 또 시킬게요.
이나닭강정-신촌점,5,5,2023-01-13,마늘>매운맛1박스,10,진짜 맛있어요~다음에도 주문하고 싶네요
이나닭강정-신촌점,5,5,2023-01-12,간장맛1박스,ld,항상 빠른 배달 잘 먹고있습니다
이나닭강정-신촌점,5,5,2023-01-12,쉑쉑>후라이드치킨1박스<시즈닝>,gj,자주시켜먹어요 맛있습니다!!
이나닭강정-신촌점,5,5,2023-01-11,마늘>순한맛1박스,dr,맛있어요 마늘도 잘 구워졌어요
이나닭강정-신촌점,4,2,2023-01-11,매운맛1박스,bl,배달은 엄청빠르고 맛도 괜찮은데 양이 말도 안될만큼 적음... 여러지역에서 치킨 닭강정 종류 먹어봤지만 이렇게 양적은곳처음;;
이나닭강정-신촌점,5,5,2023-01-08,순한맛1박스,cb,딱 이런 닭강정 원했는데 존맛탱구리네요
이나닭강정-신촌점,5,5,2023-01-08,이나닭강정1박스＋이나사이드메뉴 （선택）,hy,맛있게잘먹어씁니다~!~!!
이나닭강정-신촌점,5,5,2023-01-08,	,le,"
순한맛1박스/1(추가 선택(치킨무),ㄼ!별다섯.찜.댓사진.감사합니다!ㄼ(ㄼ콘샐러드（1개）ㄼ))"
이나닭강정-신촌점,2,2,2023-01-08,순한맛1박스,ne,배달예상시간이 지나서 왔으며 생각보다 소스맛이 밋밋하여 그리 맛있게 먹지는 않았습니다. 바삭한 식감을 기대했지만 조금 눅눅했습니다.
이나닭강정-신촌점,5,5,2023-01-08,	,hj,"
후라이드치킨1박스（소스&소금）/1(이나닭껍질메뉴（소스포함）추가선택(바삭>닭껍질튀김（소）<핫칠리>소스포함),ㄼ!별다섯.찜.댓사진.감사합니다!ㄼ(ㄼ콘샐러드（1개）ㄼ))"
이나닭강정-신촌점,5,5,2023-01-07,매운맛1박스,il,닭강정은 차게 먹는거라곤 하는데 그래도 따듯할때 먹는게 더 맛있네요. 매콤한맛 맛있어요~
이나닭강정-신촌점,5,5,2023-01-07,이나닭강정2박스（순살3~4인분）메뉴（선택）,ch,배달도 빠르고 맛도 좋습니다 말 나온대로 식혀서 먹어봐야겠네요
이나닭강정-신촌점,5,5,2023-01-06,마늘>매운맛1박스,hy,매콤하고 맛있어요~~양도 많아서 둘이 먹기 충분해요~~다음에 또 시킬께요~~~
이나닭강정-신촌점,5,5,2023-01-06,순한맛1박스,wh,혼자 먹기 딱 적당한 양이네요 잘 먹었습니다~
이나닭강정-신촌점,5,5,2023-01-05,순한맛1박스,sk,어제에 이어 이틀연속 주문이에요~ 8살 아들이 오늘도 어제 먹은 닭강정을 시켜달라길래~ 맛있게 먹는거 보니 좋네여~
이나닭강정-신촌점,5,5,2023-01-04,순한맛1박스,sk,배달 엄청 빨리 왔구요~ 맛있어요~ 잘 먹었습니다~
이나닭강정-신촌점,5,5,2023-01-03,순한맛1박스,vk,닭강정맜읶게잘먹엇숩니다
이나닭강정-신촌점,5,5,2023-01-03,매운맛1박스,oj,잘먹었습니다 ㅎㅎ 맛있어요
이나닭강정-신촌점,5,3,2023-01-02,이나닭강정1박스＋이나사이드메뉴 （선택）,me,저번에도 느끼는거지만 양이 조금 아쉬워요.. 맛있고 배달은 빨라요 !!
이나닭강정-신촌점,5,5,2023-01-01,이나닭강정2박스＋사이드메뉴（선택）,su,양도 많고 진짜 맛있게 잘먹었습니당
이나닭강정-신촌점,5,5,2023-01-01,마늘>순한맛1박스,je,맛있고 빠른배달 감사합니다
이나닭강정-신촌점,5,5,2022-12-31,이나닭강정1박스＋이나사이드메뉴 （선택）,ch,맛있게 먹은 듯요.
이나닭강정-신촌점,5,5,2022-12-31,이나닭강정2박스（순살3~4인분）메뉴（선택）,ye,정말 맛있네요^^ 잘먹었습니다
이나닭강정-신촌점,5,5,2022-12-30,마늘>매운맛1박스,je,배달 진짜 빨랐고 양도 많고 맛있었어요 ㅠㅠ 다음에 또 주문할게요!!!
이나닭강정-신촌점,5,5,2022-12-30,순한맛1박스,nd,맛 있 읍 니 다.
이나닭강정-신촌점,5,5,2022-12-29,이나닭강정1박스＋이나사이드메뉴 （선택）,mo,맛잇습니다!! 다시 시켜먹을게용
이나닭강정-신촌점,5,5,2022-12-29,순한맛1박스,bo,맛있게 잘먹었습니다.
이나닭강정-신촌점,5,5,2022-12-29,이나닭강정1박스＋이나사이드메뉴 （선택）,sl,배달 빨라요 감사합니다
이나닭강정-신촌점,5,5,2022-12-29,매운맛1박스,tj,맛있어서 먹다가 뒤늦게 찍었네요. 맛있어요.
이나닭강정-신촌점,5,5,2022-12-28,이나닭강정1박스＋이나사이드메뉴 （선택）,ad,맛있었어요 조금 매웠는데 맛있었습니다!
이나닭강정-신촌점,5,5,2022-12-27,이나닭강정2박스（순살3~4인분）메뉴（선택）,gu,그냥저냥 평타쳐용 괜찮음
이나닭강정-신촌점,5,5,2022-12-26,순한맛1박스,kt,튀김부스러기가 조금 많아서 아쉬웠어용
이나닭강정-신촌점,5,5,2022-12-26,순한맛1박스,gu,택배 문제빼곤 좋아요
이나닭강정-신촌점,5,5,2022-12-25,이나닭강정2박스＋사이드메뉴（선택）,80,처음 시켜 보았는데 배달도 엄청 빠르고 맛있어요
이나닭강정-신촌점,5,5,2022-12-25,이나닭강정2박스＋사이드메뉴（선택）,km,배달도 빠르고 맛있어요! 스티커도 붙어있어서 안심이에용
이나닭강정-신촌점,3,3,2022-12-25,순한맛1박스,m.,배달이 빨라서 맛있었어요!!
이나닭강정-신촌점,5,5,2022-12-24,쉑쉑>후라이드치킨1박스<시즈닝>,cb,짱맛짱맛 맛있어요 추천
이나닭강정-신촌점,5,5,2022-12-24,후라이드치킨1박스（소스&소금）,zh,너무 맛있어요! 배송 속도도 빨라요!
이나닭강정-신촌점,5,5,2022-12-23,이나닭강정2박스（순살3~4인분）메뉴（선택）,is,정말 맛있습니다. 따뜻하면 순한맛 식으면 매운맛이 사네요
이나닭강정-신촌점,5,5,2022-12-23,이나닭강정1박스＋이나사이드메뉴 （선택）,o_,닭강정 너무너무 맛이써요ㅜㅜ 치즈볼까지 최고입니당💘
이나닭강정-신촌점,5,5,2022-12-23,이나닭강정1박스＋이나사이드메뉴 （선택）,ch,맛있긴 한데 식었음
이나닭강정-신촌점,5,5,2022-12-23,간장맛1박스,to,정말 맛있게 잘 먹었습니다!!
이나닭강정-신촌점,5,5,2022-12-22,순한맛1박스,ye,닭강정이 이렇게 맛있는 음식인줄 몰랐어요 감사합니당 잘 먹었어요!!
이나닭강정-신촌점,5,5,2022-12-22,이나닭강정2박스（순살3~4인분）메뉴（선택）,yk,"정말 맛있네요!! 잘 먹었습니다 ㅎㅎ 혼자 먹기에는 2박스는 양이 많아서 내일 또 먹으려구요! ㅎ 식으면 더 맛있는 닭강정이라, 냉장고에 넣어놓고 차갑게 다음날 먹어도 또 맛있어서 너무 좋네요 ㅎㅎ 그래서, 한박스 말고 혼자 먹는데도 일부러 남기더라도 두박스 구입한 이유!! 두끼 해결이욥! ㅎㅎ"
이나닭강정-신촌점,5,5,2022-12-21,이나닭강정1박스＋이나사이드메뉴 （선택）,ch,주소 잘못기입했는데...기사분 감사합니다. 맛있습니다 ^^
이나닭강정-신촌점,5,5,2022-12-21,순한맛1박스,jw,식어도 맛있어요 굿
이나닭강정-신촌점,5,3,2022-12-21,이나닭강정1박스＋이나사이드메뉴 （선택）,mi,"20분만에 배달오네요 첨시켜봤는데 의외로맛나네요 특히 매콤닭껍질,,, 닭껍질도 단품메뉴로 시킬수있게 해주세요"
이나닭강정-신촌점,5,5,2022-12-21,이나닭강정2박스（순살3~4인분）메뉴（선택）,ys,배달도 정말 빠르고 따뜻할 때 먹어도 맛있고 식고 먹어도 맛있네요 또 시켜먹을거 같아요
이나닭강정-신촌점,5,5,2022-12-21,이나닭강정1박스＋이나사이드메뉴 （선택）,kj,맛잇어요 잘 먹엇습니다
이나닭강정-신촌점,5,5,2022-12-20,순한맛1박스,ap,"처음 시켜봤는데 맛있네요 따뜻하게 한번, 식혀서 한번 두번정도 먹을 수 있어요~"
이나닭강정-신촌점,5,4,2022-12-20,이나닭강정2박스＋사이드메뉴（선택）,ko,배달이 빠르고 맛있었어요
이나닭강정-신촌점,5,5,2022-12-20,이나닭강정2박스（순살3~4인분）메뉴（선택）,js,바삭바삭하고 맛있어영
이나닭강정-신촌점,5,5,2022-12-20,이나닭강정2박스＋사이드메뉴（선택）,as,너무 맛있어요 ^^
이나닭강정-신촌점,5,5,2022-12-20,순한맛1박스,sk,맛있어요~ 잘 먹었습니다~
이나닭강정-신촌점,5,5,2022-12-19,순한맛1박스,1l,배달빠르고 콘샐러드맛잇음
이나닭강정-신촌점,5,5,2022-12-19,순한맛1박스,an,너므 맛있었어요 ㅎㅎ
이나닭강정-신촌점,5,5,2022-12-18,이나닭강정1박스＋이나사이드메뉴 （선택）,ju,맛있어요 또 시킬게요
이나닭강정-신촌점,5,5,2022-12-18,순한맛1박스,ap,잘 먹었습니다. 양도 많고 맛있어서 가성비가 훌륭해요.
이나닭강정-신촌점,5,5,2022-12-18,순한맛1박스,ha,잘 먹었습니다~~~
이나닭강정-신촌점,5,5,2022-12-17,매운맛1박스,ap,존맛탱 또시켜먹을게요
이나닭강정-신촌점,5,5,2022-12-17,이나닭강정1박스＋이나사이드메뉴 （선택）,dr,처음 시켜먹지만 너무 맛있네요
